time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20230723:1630,0.0,0.0,0.0,0.0,30.03,2.9,0.0
20230723:1730,0.0,0.0,0.0,0.0,29.7,3.24,0.0
20230723:1830,0.0,0.0,0.0,0.0,29.29,3.38,0.0
20230723:1930,0.0,0.0,0.0,0.0,29.4,3.03,0.0
20230723:2030,0.0,0.0,0.0,0.0,29.12,2.83,0.0
20230723:2130,0.0,0.0,0.0,0.0,28.78,2.62,0.0
20230723:2230,0.0,0.0,0.0,0.0,28.54,2.48,0.0
20230723:2330,0.0,0.0,0.0,0.0,28.04,2.34,0.0
20230724:0030,0.0,6.28,1.76,3.68,27.5,2.28,0.0
20230724:0130,0.0,26.68,7.49,16.25,27.41,2.62,0.0
20230724:0230,0.0,38.91,10.93,29.16,28.28,3.03,0.0
20230724:0330,0.0,59.19,16.62,42.28,28.38,4.55,0.0
20230724:0430,0.0,96.8,27.19,55.43,28.4,4.34,0.0
20230724:0530,0.0,109.9,30.87,68.3,29.5,3.66,0.0
20230724:0630,11.84,147.36,58.87,79.3,30.73,2.83,0.0
20230724:0730,84.81,128.05,66.69,78.58,31.88,3.45,0.0
20230724:0830,154.3,140.46,68.26,67.24,32.57,2.9,0.0
20230724:0930,143.63,160.56,54.84,54.32,32.66,2.83,0.0
20230724:1030,121.1,133.04,38.89,41.16,32.73,2.9,0.0
20230724:1130,101.4,91.91,24.63,28.06,32.5,2.62,0.0
20230724:1230,44.85,43.75,9.9,15.16,31.22,2.34,0.0
20230724:1330,5.57,7.61,1.49,2.64,29.55,2.0,0.0
20230724:1430,0.0,0.0,0.0,0.0,28.74,1.79,0.0
20230724:1530,0.0,0.0,0.0,0.0,28.2,1.86,0.0
20230724:1630,0.0,0.0,0.0,0.0,27.86,2.0,0.0
20230724:1730,0.0,0.0,0.0,0.0,27.72,1.72,0.0
20230724:1830,0.0,0.0,0.0,0.0,27.6,1.66,0.0
20230724:1930,0.0,0.0,0.0,0.0,28.83,2.48,0.0
20230724:2030,0.0,0.0,0.0,0.0,28.75,2.34,0.0
20230724:2130,0.0,0.0,0.0,0.0,28.46,1.93,0.0
20230724:2230,0.0,0.0,0.0,0.0,28.06,2.0,0.0
20230724:2330,0.0,0.0,0.0,0.0,27.74,2.14,0.0
20230725:0030,0.0,5.95,1.67,3.58,27.28,2.62,0.0
20230725:0130,0.0,29.19,8.2,16.15,27.09,2.76,0.0
20230725:0230,0.0,49.34,13.86,29.08,27.74,3.52,0.0
20230725:0330,0.0,67.82,19.05,42.2,28.84,4.62,0.0
20230725:0430,0.0,83.07,23.34,55.35,30.06,3.72,0.0
20230725:0530,0.0,104.1,29.24,68.2,30.66,3.03,0.0
20230725:0630,2.91,183.53,43.54,79.12,31.55,3.24,0.0
20230725:0730,16.47,104.66,28.75,78.42,31.04,3.24,0.0
20230725:0830,49.31,162.51,44.63,67.14,30.87,2.9,0.0
20230725:0930,54.08,148.27,37.97,54.24,31.47,2.97,0.0
20230725:1030,74.73,128.48,33.02,41.09,31.63,2.9,0.0
20230725:1130,18.43,69.9,15.17,27.98,31.85,2.9,0.0
20230725:1230,20.77,38.12,8.17,15.07,31.14,2.34,0.0
20230725:1330,1.46,7.23,1.44,2.54,29.86,1.93,0.0
20230725:1430,0.0,0.0,0.0,0.0,29.34,2.0,0.0
20230725:1530,0.0,0.0,0.0,0.0,28.96,2.34,0.0
20230725:1630,0.0,0.0,0.0,0.0,28.66,2.62,0.0
20230725:1730,0.0,0.0,0.0,0.0,28.32,2.97,0.0
20230725:1830,0.0,0.0,0.0,0.0,27.88,3.31,0.0
20230725:1930,0.0,0.0,0.0,0.0,26.71,2.21,0.0
20230725:2030,0.0,0.0,0.0,0.0,26.26,2.34,0.0
20230725:2130,0.0,0.0,0.0,0.0,25.98,1.66,0.0
20230725:2230,0.0,0.0,0.0,0.0,25.85,1.31,0.0
20230725:2330,0.0,0.0,0.0,0.0,25.62,1.79,0.0
20230726:0030,0.0,2.94,0.82,3.47,25.54,1.86,0.0
20230726:0130,0.0,23.43,6.58,16.06,25.61,1.79,0.0
20230726:0230,0.0,50.71,14.24,28.99,26.08,2.76,0.0
20230726:0330,0.0,63.46,17.82,42.12,27.19,2.55,0.0
20230726:0430,0.0,88.25,24.79,55.26,27.83,2.41,0.0
20230726:0530,0.0,81.95,23.02,68.09,28.56,2.34,0.0
20230726:0630,0.94,75.62,17.18,78.94,29.04,2.0,0.0
20230726:0730,5.13,142.52,30.93,78.25,27.24,2.83,0.0
20230726:0830,13.6,141.77,31.75,67.05,28.26,2.28,0.0
20230726:0930,12.96,126.47,27.36,54.17,29.16,2.21,0.0
20230726:1030,7.49,88.15,18.47,41.01,29.83,1.79,0.0
20230726:1130,10.43,62.35,13.18,27.9,29.9,1.79,0.0
20230726:1230,7.13,36.45,7.47,14.98,29.66,1.79,0.0
20230726:1330,4.62,4.98,1.0,2.43,29.48,1.79,0.0
20230726:1430,0.0,0.0,0.0,0.0,28.73,1.86,0.0
20230726:1530,0.0,0.0,0.0,0.0,28.2,1.38,0.0
20230726:1630,0.0,0.0,0.0,0.0,27.66,1.66,0.0
20230726:1730,0.0,0.0,0.0,0.0,27.04,1.52,0.0
20230726:1830,0.0,0.0,0.0,0.0,26.69,1.24,0.0
20230726:1930,0.0,0.0,0.0,0.0,26.48,0.9,0.0
20230726:2030,0.0,0.0,0.0,0.0,26.41,0.97,0.0
20230726:2130,0.0,0.0,0.0,0.0,26.36,0.76,0.0
20230726:2230,0.0,0.0,0.0,0.0,26.31,0.76,0.0
20230726:2330,0.0,0.0,0.0,0.0,26.12,0.48,0.0
20230727:0030,0.0,2.51,0.71,3.36,26.04,0.34,0.0
20230727:0130,0.0,5.96,1.67,15.96,26.03,0.76,0.0
20230727:0230,0.0,14.29,4.02,28.91,25.96,1.03,0.0
20230727:0330,0.0,30.49,8.57,42.04,26.08,1.24,0.0
20230727:0430,0.0,64.94,18.24,55.18,26.15,1.1,0.0
20230727:0530,0.0,86.79,24.38,67.98,26.69,1.45,0.0
20230727:0630,6.77,168.6,47.64,78.75,27.59,1.31,0.0
20230727:0730,53.12,193.82,62.55,78.07,30.02,0.9,0.0
20230727:0830,83.51,178.43,55.59,66.94,31.16,0.83,0.0
20230727:0930,92.27,186.28,50.41,54.08,31.59,0.76,0.0
20230727:1030,128.17,142.18,40.62,40.93,32.03,0.48,0.0
20230727:1130,68.65,85.29,21.05,27.81,32.09,0.34,0.0
20230727:1230,58.49,44.89,10.36,14.89,31.87,0.69,0.0
20230727:1330,9.77,6.65,1.28,2.32,30.82,0.83,0.0
20230727:1430,0.0,0.0,0.0,0.0,30.01,0.69,0.0
20230727:1530,0.0,0.0,0.0,0.0,29.25,1.66,0.0
20230727:1630,0.0,0.0,0.0,0.0,28.65,1.86,0.0
20230727:1730,0.0,0.0,0.0,0.0,27.87,1.45,0.0
20230727:1830,0.0,0.0,0.0,0.0,27.42,1.24,0.0
20230727:1930,0.0,0.0,0.0,0.0,26.86,0.76,0.0
20230727:2030,0.0,0.0,0.0,0.0,26.54,0.97,0.0
20230727:2130,0.0,0.0,0.0,0.0,26.13,0.76,0.0
20230727:2230,0.0,0.0,0.0,0.0,25.89,0.69,0.0
20230727:2330,0.0,0.0,0.0,0.0,25.83,0.55,0.0
20230728:0030,0.0,2.31,0.65,3.25,25.78,0.48,0.0
20230728:0130,0.0,14.08,3.95,15.87,25.77,0.28,0.0
20230728:0230,0.0,29.23,8.21,28.82,26.04,1.03,0.0
20230728:0330,0.0,33.78,9.49,41.96,26.27,1.24,0.0
20230728:0430,0.0,27.23,7.65,55.09,26.39,1.03,0.0
20230728:0530,0.0,43.95,12.34,67.87,26.56,1.03,0.0
20230728:0630,9.17,142.24,46.12,78.56,26.95,1.38,0.0
20230728:0730,44.7,103.4,40.86,77.89,30.24,0.76,0.0
20230728:0830,57.9,130.17,40.16,66.83,30.74,0.76,0.0
20230728:0930,56.74,95.1,28.27,53.99,31.16,0.69,0.0
20230728:1030,117.73,110.56,34.22,40.85,30.67,0.9,0.0
20230728:1130,52.86,73.06,17.87,27.72,30.46,1.1,0.0
20230728:1230,26.59,32.22,7.22,14.79,30.13,0.21,0.0
20230728:1330,0.0,3.54,0.71,2.21,29.38,0.69,0.0
20230728:1430,0.0,0.0,0.0,0.0,28.15,1.59,0.0
20230728:1530,0.0,0.0,0.0,0.0,27.29,2.21,0.0
20230728:1630,0.0,0.0,0.0,0.0,26.74,1.93,0.0
20230728:1730,0.0,0.0,0.0,0.0,26.46,1.79,0.0
20230728:1830,0.0,0.0,0.0,0.0,26.2,1.86,0.0
20230728:1930,0.0,0.0,0.0,0.0,25.96,1.52,0.0
20230728:2030,0.0,0.0,0.0,0.0,25.94,1.72,0.0
20230728:2130,0.0,0.0,0.0,0.0,25.96,1.38,0.0
20230728:2230,0.0,0.0,0.0,0.0,25.87,0.97,0.0
20230728:2330,0.0,0.0,0.0,0.0,25.68,1.03,0.0
20230729:0030,0.0,0.77,0.22,3.14,25.74,1.1,0.0
20230729:0130,0.0,6.96,1.95,15.77,25.56,1.59,0.0
20230729:0230,0.0,16.66,4.68,28.74,25.74,2.28,0.0
20230729:0330,0.0,18.37,5.16,41.87,25.85,2.69,0.0
20230729:0430,0.0,30.31,8.52,55.01,25.87,2.76,0.0
20230729:0530,0.0,49.63,13.94,67.76,26.19,3.1,0.0
20230729:0630,14.62,124.43,51.46,78.36,26.81,2.9,0.0
20230729:0730,44.49,128.32,45.25,77.7,29.49,1.45,0.0
20230729:0830,112.94,168.38,60.37,66.71,30.54,1.03,0.0
20230729:0930,36.39,89.95,23.89,53.9,31.15,1.59,0.0
20230729:1030,61.74,107.57,27.62,40.75,29.09,2.28,0.0
20230729:1130,3.71,40.77,8.45,27.63,29.03,2.41,0.0
20230729:1230,5.84,22.12,4.64,14.68,28.57,1.66,0.0
20230729:1330,0.0,4.31,0.86,2.09,28.25,1.86,0.0
20230729:1430,0.0,0.0,0.0,0.0,27.73,2.07,0.0
20230729:1530,0.0,0.0,0.0,0.0,27.38,2.21,0.0
20230729:1630,0.0,0.0,0.0,0.0,27.19,2.28,0.0
20230729:1730,0.0,0.0,0.0,0.0,27.04,2.21,0.0
20230729:1830,0.0,0.0,0.0,0.0,26.92,2.14,0.0
20230729:1930,0.0,0.0,0.0,0.0,26.62,0.97,0.0
20230729:2030,0.0,0.0,0.0,0.0,26.2,1.1,0.0
20230729:2130,0.0,0.0,0.0,0.0,26.02,1.24,0.0
20230729:2230,0.0,0.0,0.0,0.0,25.81,1.52,0.0
20230729:2330,0.0,0.0,0.0,0.0,25.84,1.93,0.0
20230730:0030,0.0,2.58,0.72,3.03,25.78,2.21,0.0
20230730:0130,0.0,12.76,3.58,15.67,25.79,2.76,0.0
20230730:0230,0.0,25.63,7.2,28.65,26.01,2.97,0.0
20230730:0330,0.0,48.11,13.51,41.79,26.38,3.86,0.0
20230730:0430,0.0,75.65,21.25,54.92,26.82,4.0,0.0
20230730:0530,0.0,114.12,32.05,67.65,27.67,3.45,0.0
20230730:0630,27.53,107.88,69.3,78.16,29.29,2.83,0.0
20230730:0730,119.59,110.49,75.15,77.5,31.47,2.34,0.0
20230730:0830,192.99,123.08,72.31,66.59,32.18,2.76,0.0
20230730:0930,232.06,108.94,59.72,53.8,32.29,2.97,0.0
20230730:1030,261.57,105.35,49.7,40.66,32.52,2.9,0.0
20230730:1130,187.22,86.13,29.23,27.53,32.35,2.76,0.0
20230730:1230,62.74,43.93,10.15,14.57,31.66,2.69,0.0
20230730:1330,0.0,3.86,0.77,1.97,29.69,2.62,0.0
20230730:1430,0.0,0.0,0.0,0.0,28.56,2.21,0.0
20230730:1530,0.0,0.0,0.0,0.0,28.07,2.41,0.0
20230730:1630,0.0,0.0,0.0,0.0,27.71,2.9,0.0
20230730:1730,0.0,0.0,0.0,0.0,27.36,3.03,0.0
20230730:1830,0.0,0.0,0.0,0.0,27.16,2.83,0.0
20230730:1930,0.0,0.0,0.0,0.0,27.76,2.48,0.0
20230730:2030,0.0,0.0,0.0,0.0,27.64,2.76,0.0
20230730:2130,0.0,0.0,0.0,0.0,27.35,2.9,0.0
20230730:2230,0.0,0.0,0.0,0.0,27.08,2.9,0.0
20230730:2330,0.0,0.0,0.0,0.0,26.78,2.69,0.0
20230731:0030,0.0,5.25,1.47,2.92,26.54,2.55,0.0
20230731:0130,0.0,23.41,6.57,15.58,26.51,2.55,0.0
20230731:0230,0.0,39.3,11.04,28.56,27.21,3.03,0.0
20230731:0330,0.0,58.03,16.3,41.71,28.18,3.66,0.0
20230731:0430,0.0,63.28,17.77,54.83,29.54,3.79,0.0
20230731:0530,0.0,66.07,18.56,67.53,30.87,3.66,0.0
20230731:0630,33.14,83.59,70.96,77.96,31.7,3.52,0.0
20230731:0730,133.51,93.66,77.32,77.3,32.53,3.03,0.0
20230731:0830,224.88,103.92,76.74,66.46,33.23,3.1,0.0
20230731:0930,171.83,123.65,51.43,53.69,33.32,3.17,0.0
20230731:1030,237.93,110.98,47.29,40.56,33.29,3.66,0.0
20230731:1130,149.32,75.89,24.79,27.42,32.65,4.0,0.0
20230731:1230,49.86,35.56,8.4,14.46,31.64,3.24,0.0
20230731:1330,0.0,5.76,1.16,1.84,31.04,2.48,0.0
20230731:1430,0.0,0.0,0.0,0.0,30.27,2.28,0.0
20230731:1530,0.0,0.0,0.0,0.0,29.62,2.34,0.0
20230731:1630,0.0,0.0,0.0,0.0,29.17,2.55,0.0
20230731:1730,0.0,0.0,0.0,0.0,28.88,2.69,0.0
20230731:1830,0.0,0.0,0.0,0.0,28.53,2.83,0.0
20230731:1930,0.0,0.0,0.0,0.0,28.6,3.24,0.0
20230731:2030,0.0,0.0,0.0,0.0,28.33,3.17,0.0
20230731:2130,0.0,0.0,0.0,0.0,28.07,3.03,0.0
20230731:2230,0.0,0.0,0.0,0.0,27.79,3.03,0.0
20230731:2330,0.0,0.0,0.0,0.0,27.51,3.31,0.0
20230801:0030,0.0,6.02,1.69,2.81,27.25,3.72,0.0
20230801:0130,0.0,26.2,7.36,15.48,27.25,4.0,0.0
20230801:0230,0.0,42.67,11.98,28.48,27.89,4.34,0.0
20230801:0330,0.0,52.96,14.87,41.62,28.98,4.9,0.0
20230801:0430,0.0,61.36,17.24,54.74,30.26,4.83,0.0
20230801:0530,0.0,84.46,23.72,67.41,31.48,4.83,0.0
20230801:0630,36.15,77.27,71.47,77.75,32.25,4.62,0.0
20230801:0730,133.07,108.48,78.89,77.08,33.2,3.93,0.0
20230801:0830,173.75,103.85,62.92,66.33,33.71,3.86,0.0
20230801:0930,242.92,105.34,60.12,53.58,33.73,3.79,0.0
20230801:1030,223.06,103.94,44.23,40.45,33.85,3.93,0.0
20230801:1130,180.35,85.81,28.24,27.31,33.4,3.66,0.0
20230801:1230,114.59,56.56,13.31,14.34,32.86,3.03,0.0
20230801:1330,0.0,6.41,1.29,1.71,32.09,2.62,0.0
20230801:1430,0.0,0.0,0.0,0.0,30.95,2.34,0.0
20230801:1530,0.0,0.0,0.0,0.0,30.17,2.41,0.0
20230801:1630,0.0,0.0,0.0,0.0,29.77,2.55,0.0
20230801:1730,0.0,0.0,0.0,0.0,29.25,2.83,0.0
20230801:1830,0.0,0.0,0.0,0.0,28.63,3.45,0.0
20230801:1930,0.0,0.0,0.0,0.0,28.74,4.0,0.0
20230801:2030,0.0,0.0,0.0,0.0,28.52,3.86,0.0
20230801:2130,0.0,0.0,0.0,0.0,28.25,3.79,0.0
20230801:2230,0.0,0.0,0.0,0.0,28.02,3.79,0.0
20230801:2330,0.0,0.0,0.0,0.0,27.87,3.93,0.0
20230802:0030,0.0,5.64,1.59,2.7,27.64,3.93,0.0
20230802:0130,0.0,24.26,6.82,15.39,27.56,3.79,0.0
20230802:0230,0.0,40.94,11.5,28.39,27.94,3.31,0.0
20230802:0330,0.0,58.4,16.41,41.54,28.87,4.14,0.0
20230802:0430,0.0,64.95,18.24,54.65,30.0,4.21,0.0
20230802:0530,0.0,70.06,19.68,67.29,31.16,4.28,0.0
20230802:0630,31.96,123.09,71.88,77.54,31.97,4.28,0.0
20230802:0730,91.17,137.99,65.22,76.87,33.05,3.52,0.0
20230802:0830,85.83,161.93,51.52,66.18,33.48,2.97,0.0
20230802:0930,28.31,134.6,30.94,53.46,33.01,2.14,0.0
20230802:1030,21.49,108.78,23.72,40.34,31.86,1.93,0.0
20230802:1130,3.98,56.78,11.63,27.2,30.63,1.17,0.0
20230802:1230,0.27,21.47,4.32,14.22,29.72,0.34,0.0
20230802:1330,0.0,3.81,0.77,1.57,29.23,0.28,0.0
20230802:1430,0.0,0.0,0.0,0.0,28.71,0.07,0.0
20230802:1530,0.0,0.0,0.0,0.0,28.18,0.48,0.0
20230802:1630,0.0,0.0,0.0,0.0,27.82,0.83,0.0
20230802:1730,0.0,0.0,0.0,0.0,27.51,0.55,0.0
20230802:1830,0.0,0.0,0.0,0.0,27.34,0.41,0.0
20230802:1930,0.0,0.0,0.0,0.0,27.67,1.79,0.0
20230802:2030,0.0,0.0,0.0,0.0,27.53,1.66,0.0
20230802:2130,0.0,0.0,0.0,0.0,27.47,1.38,0.0
20230802:2230,0.0,0.0,0.0,0.0,27.19,1.31,0.0
20230802:2330,0.0,0.0,0.0,0.0,27.15,1.86,0.0
20230803:0030,0.0,3.26,0.91,2.59,26.94,2.48,0.0
20230803:0130,0.0,18.67,5.25,15.29,26.89,2.83,0.0
20230803:0230,0.0,37.38,10.5,28.3,27.15,2.76,0.0
20230803:0330,0.0,49.18,13.81,41.46,27.55,3.24,0.0
20230803:0430,0.0,69.12,19.41,54.56,28.02,3.66,0.0
20230803:0530,0.0,96.32,27.05,67.17,29.06,3.86,0.0
20230803:0630,45.78,83.77,81.26,77.32,29.86,3.59,0.0
20230803:0730,111.08,124.32,70.32,76.64,32.36,3.52,0.0
20230803:0830,176.5,108.22,63.22,66.04,32.57,3.38,0.0
20230803:0930,181.86,134.58,53.76,53.34,32.85,3.17,0.0
20230803:1030,235.89,120.43,47.34,40.23,33.03,3.17,0.0
20230803:1130,163.6,91.67,27.41,27.08,33.14,2.9,0.0
20230803:1230,81.36,50.45,11.28,14.09,32.55,2.48,0.0
20230803:1330,0.0,5.23,1.05,1.43,31.47,1.72,0.0
20230803:1430,0.0,0.0,0.0,0.0,30.61,1.79,0.0
20230803:1530,0.0,0.0,0.0,0.0,29.62,1.52,0.0
20230803:1630,0.0,0.0,0.0,0.0,29.0,1.1,0.0
20230803:1730,0.0,0.0,0.0,0.0,28.42,0.9,0.0
20230803:1830,0.0,0.0,0.0,0.0,27.91,0.62,0.0
20230803:1930,0.0,0.0,0.0,0.0,27.99,1.31,0.0
20230803:2030,0.0,0.0,0.0,0.0,27.61,1.03,0.0
20230803:2130,0.0,0.0,0.0,0.0,27.72,0.41,0.0
20230803:2230,0.0,0.0,0.0,0.0,27.57,0.14,0.0
20230803:2330,0.0,0.0,0.0,0.0,27.32,0.21,0.0
20230804:0030,0.0,2.03,0.57,2.48,27.09,0.34,0.0
20230804:0130,0.0,11.78,3.31,15.19,26.95,0.41,0.0
20230804:0230,0.0,26.15,7.34,28.21,27.11,0.97,0.0
20230804:0330,0.0,59.81,16.8,41.37,27.25,2.07,0.0
20230804:0430,0.0,101.05,28.39,54.46,27.57,2.69,0.0
20230804:0530,0.0,88.18,24.77,67.04,28.99,3.1,0.0
20230804:0630,6.98,151.76,39.57,77.1,29.65,2.76,0.0
20230804:0730,38.23,152.21,45.36,76.41,29.64,1.31,0.0
20230804:0830,68.13,156.73,46.1,65.88,30.31,1.45,0.0
20230804:0930,135.38,142.07,47.51,53.21,30.83,1.66,0.0
20230804:1030,134.42,119.72,36.18,40.11,31.27,1.86,0.0
20230804:1130,140.28,100.97,26.98,26.95,31.42,1.72,0.0
20230804:1230,46.17,38.79,8.57,13.96,31.26,1.31,0.0
20230804:1330,0.0,5.23,1.05,1.28,30.11,1.38,0.0
20230804:1430,0.0,0.0,0.0,0.0,29.35,1.31,0.0
20230804:1530,0.0,0.0,0.0,0.0,28.86,0.97,0.0
20230804:1630,0.0,0.0,0.0,0.0,28.36,0.69,0.0
20230804:1730,0.0,0.0,0.0,0.0,28.04,1.24,0.0
20230804:1830,0.0,0.0,0.0,0.0,27.56,1.52,0.0
20230804:1930,0.0,0.0,0.0,0.0,27.02,1.59,0.0
20230804:2030,0.0,0.0,0.0,0.0,26.88,1.31,0.0
20230804:2130,0.0,0.0,0.0,0.0,26.69,1.24,0.0
20230804:2230,0.0,0.0,0.0,0.0,26.41,1.17,0.0
20230804:2330,0.0,0.0,0.0,0.0,26.36,1.03,0.0
20230805:0030,0.0,3.24,0.91,2.37,26.19,0.97,0.0
20230805:0130,0.0,20.95,5.88,15.1,26.21,0.97,0.0
20230805:0230,0.0,31.44,8.83,28.13,26.82,1.38,0.0
20230805:0330,0.0,63.81,17.92,41.29,27.22,1.72,0.0
20230805:0430,0.0,83.27,23.39,54.37,28.21,2.21,0.0
20230805:0530,0.0,95.09,26.71,66.91,29.27,2.69,0.0
20230805:0630,12.68,179.89,51.91,76.87,30.1,2.97,0.0
20230805:0730,41.54,196.93,54.99,76.17,30.14,2.21,0.0
20230805:0830,81.23,191.84,55.14,65.72,31.11,2.69,0.0
20230805:0930,82.73,171.45,44.89,53.08,31.83,2.9,0.0
20230805:1030,88.79,128.01,33.02,39.98,32.18,2.9,0.0
20230805:1130,57.5,91.68,20.79,26.83,32.24,2.76,0.0
20230805:1230,23.13,45.12,9.16,13.82,31.95,2.48,0.0
20230805:1330,0.0,4.86,0.97,1.13,31.26,2.0,0.0
20230805:1430,0.0,0.0,0.0,0.0,30.24,1.79,0.0
20230805:1530,0.0,0.0,0.0,0.0,29.11,1.03,0.0
20230805:1630,0.0,0.0,0.0,0.0,28.22,1.24,0.0
20230805:1730,0.0,0.0,0.0,0.0,27.6,0.69,0.0
20230805:1830,0.0,0.0,0.0,0.0,27.47,0.76,0.0
20230805:1930,0.0,0.0,0.0,0.0,28.46,1.86,0.0
20230805:2030,0.0,0.0,0.0,0.0,28.37,2.28,0.0
20230805:2130,0.0,0.0,0.0,0.0,28.26,2.83,0.0
20230805:2230,0.0,0.0,0.0,0.0,28.04,3.24,0.0
20230805:2330,0.0,0.0,0.0,0.0,27.96,3.45,0.0
20230806:0030,0.0,4.61,1.29,2.26,27.61,3.72,0.0
20230806:0130,0.0,25.33,7.12,15.0,27.25,3.59,0.0
20230806:0230,0.0,40.32,11.32,28.04,27.83,3.17,0.0
20230806:0330,0.0,46.53,13.07,41.2,28.48,3.79,0.0
20230806:0430,0.0,62.25,17.49,54.27,29.47,4.41,0.0
20230806:0530,0.0,70.04,19.67,66.78,30.67,4.69,0.0
20230806:0630,45.22,99.58,74.64,76.64,31.87,4.9,0.0
20230806:0730,152.26,110.84,82.0,75.93,32.83,4.48,0.0
20230806:0830,191.84,114.25,66.14,65.55,33.47,4.62,0.0
20230806:0930,229.41,117.9,57.46,52.94,33.45,4.41,0.0
20230806:1030,223.62,100.55,42.19,39.85,33.51,4.48,0.0
20230806:1130,200.57,82.6,28.12,26.69,33.15,4.34,0.0
20230806:1230,86.3,47.43,10.7,13.68,31.65,3.66,0.0
20230806:1330,0.0,3.86,0.77,0.97,30.8,2.9,0.0
20230806:1430,0.0,0.0,0.0,0.0,29.85,2.0,0.0
20230806:1530,0.0,0.0,0.0,0.0,29.28,2.21,0.0
20230806:1630,0.0,0.0,0.0,0.0,29.01,2.34,0.0
20230806:1730,0.0,0.0,0.0,0.0,28.85,2.28,0.0
20230806:1830,0.0,0.0,0.0,0.0,28.61,2.69,0.0
20230806:1930,0.0,0.0,0.0,0.0,28.82,3.66,0.0
20230806:2030,0.0,0.0,0.0,0.0,28.42,4.0,0.0
20230806:2130,0.0,0.0,0.0,0.0,27.97,4.0,0.0
20230806:2230,0.0,0.0,0.0,0.0,27.53,4.0,0.0
20230806:2330,0.0,0.0,0.0,0.0,27.2,4.0,0.0
20230807:0030,0.0,5.61,1.57,2.15,26.9,4.0,0.0
20230807:0130,0.0,30.1,8.46,14.91,26.67,3.93,0.0
20230807:0230,0.0,51.28,14.41,27.95,27.05,3.79,0.0
20230807:0330,0.0,74.24,20.86,41.11,27.62,4.9,0.0
20230807:0430,0.0,87.51,24.58,54.17,28.54,5.1,0.0
20230807:0530,0.0,100.41,28.2,66.64,29.66,5.03,0.0
20230807:0630,21.54,160.62,56.68,76.4,30.93,5.1,0.0
20230807:0730,58.0,158.82,53.11,75.68,31.57,4.48,0.0
20230807:0830,47.08,149.87,39.75,65.38,32.05,4.07,0.0
20230807:0930,154.83,146.4,50.21,52.8,32.03,4.07,0.0
20230807:1030,144.63,128.55,37.92,39.71,32.29,4.48,0.0
20230807:1130,141.48,88.07,24.7,26.56,32.08,4.28,0.0
20230807:1230,81.24,48.82,10.65,13.53,31.64,3.59,0.0
20230807:1330,0.0,4.19,0.84,0.81,30.78,3.38,0.0
20230807:1430,0.0,0.0,0.0,0.0,30.09,3.17,0.0
20230807:1530,0.0,0.0,0.0,0.0,29.66,2.97,0.0
20230807:1630,0.0,0.0,0.0,0.0,29.13,3.1,0.0
20230807:1730,0.0,0.0,0.0,0.0,28.58,3.66,0.0
20230807:1830,0.0,0.0,0.0,0.0,28.15,4.28,0.0
20230807:1930,0.0,0.0,0.0,0.0,27.89,4.55,0.0
20230807:2030,0.0,0.0,0.0,0.0,27.45,4.34,0.0
20230807:2130,0.0,0.0,0.0,0.0,27.07,4.07,0.0
20230807:2230,0.0,0.0,0.0,0.0,26.7,4.14,0.0
20230807:2330,0.0,0.0,0.0,0.0,26.49,4.41,0.0
20230808:0030,0.0,5.3,1.49,2.03,26.27,4.69,0.0
20230808:0130,0.0,27.48,7.72,14.81,26.14,4.9,0.0
20230808:0230,0.0,48.19,13.54,27.87,26.63,4.62,0.0
20230808:0330,0.0,64.05,17.99,41.03,27.46,5.72,0.0
20230808:0430,0.0,81.03,22.76,54.08,28.54,5.72,0.0
20230808:0530,0.0,74.14,20.82,66.5,29.73,5.59,0.0
20230808:0630,49.76,128.8,80.96,76.16,30.96,5.31,0.0
20230808:0730,120.95,146.4,73.99,75.42,31.79,5.52,0.0
20230808:0830,147.23,145.53,60.13,65.2,32.31,5.31,0.0
20230808:0930,154.24,154.64,51.15,52.65,32.56,4.97,0.0
20230808:1030,66.81,124.41,30.12,39.57,32.69,4.62,0.0
20230808:1130,66.36,88.85,20.5,26.41,32.44,3.66,0.0
20230808:1230,24.08,42.36,8.59,13.38,32.13,2.76,0.0
20230808:1330,0.0,4.84,0.97,0.65,31.3,2.34,0.0
20230808:1430,0.0,0.0,0.0,0.0,30.41,2.55,0.0
20230808:1530,0.0,0.0,0.0,0.0,29.66,2.83,0.0
20230808:1630,0.0,0.0,0.0,0.0,29.31,3.17,0.0
20230808:1730,0.0,0.0,0.0,0.0,28.99,3.86,0.0
20230808:1830,0.0,0.0,0.0,0.0,28.52,4.48,0.0
20230808:1930,0.0,0.0,0.0,0.0,28.28,4.48,0.0
20230808:2030,0.0,0.0,0.0,0.0,27.8,4.34,0.0
20230808:2130,0.0,0.0,0.0,0.0,27.49,4.28,0.0
20230808:2230,0.0,0.0,0.0,0.0,27.23,4.34,0.0
20230808:2330,0.0,0.0,0.0,0.0,27.04,4.41,0.0
20230809:0030,0.0,4.5,1.26,1.92,26.92,4.55,0.0
20230809:0130,0.0,26.26,7.37,14.71,26.76,4.41,0.0
20230809:0230,0.0,42.47,11.93,27.78,27.25,3.93,0.0
20230809:0330,0.0,52.07,14.62,40.94,28.33,4.97,0.0
20230809:0430,0.0,60.75,17.06,53.98,29.38,5.03,0.0
20230809:0530,0.0,64.81,18.21,66.36,30.59,4.9,0.0
