time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20230402:0430,0.0,45.05,12.66,48.26,22.92,1.38,0.0
20230402:0530,41.52,52.49,85.23,58.89,24.81,1.93,0.0
20230402:0630,168.02,113.67,86.81,65.6,26.19,2.34,0.0
20230402:0730,225.28,150.24,75.55,64.95,27.85,3.38,0.0
20230402:0830,432.89,104.2,82.51,57.38,28.1,3.52,0.0
20230402:0930,451.55,114.49,65.65,46.38,28.61,3.72,0.0
20230402:1030,451.9,117.41,49.27,34.0,28.54,3.72,0.0
20230402:1130,328.03,89.25,25.55,21.04,28.22,3.66,0.0
20230402:1230,111.8,35.54,5.77,7.89,26.4,2.97,0.0
20230402:1330,0.0,0.0,0.0,-5.23,24.81,2.07,0.0
20230402:1430,0.0,0.0,0.0,0.0,23.24,2.14,0.0
20230402:1530,0.0,0.0,0.0,0.0,21.85,2.28,0.0
20230402:1630,0.0,0.0,0.0,0.0,20.79,2.21,0.0
20230402:1730,0.0,0.0,0.0,0.0,19.97,1.93,0.0
20230402:1830,0.0,0.0,0.0,0.0,19.17,1.86,0.0
20230402:1930,0.0,0.0,0.0,0.0,18.38,1.52,0.0
20230402:2030,0.0,0.0,0.0,0.0,18.07,1.38,0.0
20230402:2130,0.0,0.0,0.0,0.0,17.77,1.24,0.0
20230402:2230,0.0,0.0,0.0,0.0,17.61,1.1,0.0
20230402:2330,0.0,0.0,0.0,0.0,17.85,0.9,0.0
20230403:0030,0.0,0.0,0.0,-2.89,17.84,0.83,0.0
20230403:0130,0.0,17.09,4.8,10.24,17.6,0.76,0.0
20230403:0230,0.0,31.47,8.84,23.38,18.43,0.21,0.0
20230403:0330,0.0,39.12,10.99,36.29,22.6,0.28,0.0
20230403:0430,0.0,44.5,12.5,48.56,25.31,0.62,0.0
20230403:0530,39.48,50.15,86.98,59.24,27.19,0.9,0.0
20230403:0630,200.4,68.69,93.11,65.99,28.67,1.24,0.0
20230403:0730,342.03,84.54,92.3,65.29,29.49,1.1,0.0
20230403:0830,401.84,111.94,79.53,57.62,30.32,1.1,0.0
20230403:0930,324.8,131.04,54.94,46.55,30.79,1.52,0.0
20230403:1030,367.05,123.49,44.29,34.13,30.75,2.0,0.0
20230403:1130,215.46,97.89,22.46,21.16,30.68,1.45,0.0
20230403:1230,156.88,37.83,6.46,8.0,29.54,1.38,0.0
20230403:1330,0.0,0.0,0.0,-5.1,25.84,4.55,0.0
20230403:1430,0.0,0.0,0.0,0.0,23.64,4.34,0.0
20230403:1530,0.0,0.0,0.0,0.0,23.08,3.45,0.0
20230403:1630,0.0,0.0,0.0,0.0,22.38,3.24,0.0
20230403:1730,0.0,0.0,0.0,0.0,21.63,2.9,0.0
20230403:1830,0.0,0.0,0.0,0.0,20.97,2.48,0.0
20230403:1930,0.0,0.0,0.0,0.0,20.29,1.66,0.0
20230403:2030,0.0,0.0,0.0,0.0,19.5,1.17,0.0
20230403:2130,0.0,0.0,0.0,0.0,18.68,2.41,0.0
20230403:2230,0.0,0.0,0.0,0.0,18.2,2.55,0.0
20230403:2330,0.0,0.0,0.0,0.0,17.93,2.69,0.0
20230404:0030,0.0,0.0,0.0,-2.64,17.64,2.21,0.0
20230404:0130,0.0,18.17,5.1,10.49,17.21,1.1,0.0
20230404:0230,0.0,32.29,9.07,23.63,18.98,1.03,0.0
20230404:0330,0.0,41.01,11.52,36.56,22.32,1.79,0.0
20230404:0430,0.0,45.68,12.83,48.86,25.22,1.59,0.0
20230404:0530,33.29,67.57,84.48,59.59,27.24,1.38,0.0
20230404:0630,195.72,69.62,93.01,66.38,28.54,2.07,0.0
20230404:0730,334.74,87.32,92.13,65.63,27.35,1.17,0.0
20230404:0830,429.97,107.73,84.14,57.85,28.33,2.21,0.0
20230404:0930,443.02,117.21,66.19,46.72,28.91,3.17,0.0
20230404:1030,469.7,111.17,50.86,34.26,28.94,3.86,0.0
20230404:1130,348.96,97.06,27.64,21.27,28.7,4.14,0.0
20230404:1230,182.04,54.76,8.09,8.11,27.85,3.38,0.0
20230404:1330,0.0,0.0,0.0,-4.98,25.83,2.83,0.0
20230404:1430,0.0,0.0,0.0,0.0,24.02,2.69,0.0
20230404:1530,0.0,0.0,0.0,0.0,22.71,2.62,0.0
20230404:1630,0.0,0.0,0.0,0.0,21.6,2.69,0.0
20230404:1730,0.0,0.0,0.0,0.0,20.63,2.69,0.0
20230404:1830,0.0,0.0,0.0,0.0,19.83,2.69,0.0
20230404:1930,0.0,0.0,0.0,0.0,19.48,2.48,0.0
20230404:2030,0.0,0.0,0.0,0.0,18.64,2.48,0.0
20230404:2130,0.0,0.0,0.0,0.0,17.83,2.41,0.0
20230404:2230,0.0,0.0,0.0,0.0,17.09,2.34,0.0
20230404:2330,0.0,0.0,0.0,0.0,16.49,2.34,0.0
20230405:0030,0.0,0.0,0.0,-2.39,15.96,2.28,0.0
20230405:0130,0.0,18.12,5.09,10.73,15.61,2.21,0.0
20230405:0230,0.0,31.45,8.83,23.88,17.98,1.66,0.0
20230405:0330,0.0,39.32,11.04,36.82,21.9,1.79,0.0
20230405:0430,0.0,44.57,12.52,49.15,24.76,2.14,0.0
20230405:0530,34.17,48.45,89.23,59.94,26.91,2.62,0.0
20230405:0630,197.67,67.42,95.18,66.77,28.39,2.83,0.0
20230405:0730,343.31,82.84,94.58,65.96,29.35,2.9,0.0
20230405:0830,437.29,100.41,85.11,58.08,30.01,2.97,0.0
20230405:0930,503.75,104.8,72.11,46.88,30.33,3.03,0.0
20230405:1030,491.09,108.64,52.71,34.39,30.33,3.24,0.0
20230405:1130,396.88,100.45,30.31,21.39,29.93,3.17,0.0
20230405:1230,214.87,62.08,9.07,8.23,28.73,2.14,0.0
20230405:1330,0.0,0.0,0.0,-4.86,26.77,2.28,0.0
20230405:1430,0.0,0.0,0.0,0.0,24.37,2.76,0.0
20230405:1530,0.0,0.0,0.0,0.0,22.69,2.83,0.0
20230405:1630,0.0,0.0,0.0,0.0,21.47,2.9,0.0
20230405:1730,0.0,0.0,0.0,0.0,20.38,2.9,0.0
20230405:1830,0.0,0.0,0.0,0.0,19.5,2.97,0.0
20230405:1930,0.0,0.0,0.0,0.0,19.77,3.31,0.0
20230405:2030,0.0,0.0,0.0,0.0,19.29,3.17,0.0
20230405:2130,0.0,0.0,0.0,0.0,18.68,2.83,0.0
20230405:2230,0.0,0.0,0.0,0.0,18.02,2.69,0.0
20230405:2330,0.0,0.0,0.0,0.0,17.44,2.48,0.0
20230406:0030,0.0,0.0,0.0,-2.14,16.96,2.41,0.0
20230406:0130,0.0,17.46,4.9,10.98,16.72,2.28,0.0
20230406:0230,0.0,32.08,9.01,24.13,18.83,1.66,0.0
20230406:0330,0.0,40.55,11.39,37.08,22.54,1.79,0.0
20230406:0430,0.0,48.31,13.57,49.44,25.38,2.0,0.0
20230406:0530,30.66,48.06,88.33,60.28,27.77,2.28,0.0
20230406:0630,192.85,67.01,94.73,67.16,29.8,2.69,0.0
20230406:0730,332.28,84.7,93.33,66.29,30.5,3.03,0.0
20230406:0830,357.71,137.1,78.34,58.31,31.24,3.79,0.0
20230406:0930,416.73,120.16,64.77,47.04,31.35,4.41,0.0
20230406:1030,434.69,112.59,49.24,34.52,31.1,4.69,0.0
20230406:1130,255.74,95.99,24.26,21.5,30.66,4.28,0.0
20230406:1230,207.47,61.15,9.07,8.34,29.15,2.62,0.0
20230406:1330,0.0,0.0,0.0,-4.74,26.96,2.76,0.0
20230406:1430,0.0,0.0,0.0,0.0,24.65,2.97,0.0
20230406:1530,0.0,0.0,0.0,0.0,23.31,3.03,0.0
20230406:1630,0.0,0.0,0.0,0.0,22.25,3.17,0.0
20230406:1730,0.0,0.0,0.0,0.0,21.37,3.24,0.0
20230406:1830,0.0,0.0,0.0,0.0,20.55,3.17,0.0
20230406:1930,0.0,0.0,0.0,0.0,20.23,2.9,0.0
20230406:2030,0.0,0.0,0.0,0.0,19.3,2.83,0.0
20230406:2130,0.0,0.0,0.0,0.0,18.49,2.83,0.0
20230406:2230,0.0,0.0,0.0,0.0,17.77,2.83,0.0
20230406:2330,0.0,0.0,0.0,0.0,17.1,2.76,0.0
20230407:0030,0.0,0.0,0.0,-1.89,16.5,2.69,0.0
20230407:0130,0.0,19.3,5.42,11.22,16.0,2.55,0.0
20230407:0230,0.0,32.45,9.12,24.37,18.17,2.0,0.0
20230407:0330,0.0,40.34,11.33,37.34,21.95,2.48,0.0
20230407:0430,0.0,45.6,12.81,49.73,24.79,2.9,0.0
20230407:0530,28.81,46.99,92.23,60.61,27.15,3.24,0.0
20230407:0630,197.81,66.11,98.7,67.54,28.97,3.59,0.0
20230407:0730,347.09,82.88,97.89,66.62,30.5,3.72,0.0
20230407:0830,457.82,96.64,89.69,58.53,31.24,4.0,0.0
20230407:0930,514.57,106.38,74.88,47.2,31.56,4.14,0.0
20230407:1030,503.19,110.45,54.83,34.64,31.49,4.14,0.0
20230407:1130,408.05,103.52,31.71,21.61,30.96,4.0,0.0
20230407:1230,221.89,65.65,9.68,8.45,29.62,2.9,0.0
20230407:1330,0.0,0.0,0.0,-4.62,27.04,2.9,0.0
20230407:1430,0.0,0.0,0.0,0.0,24.51,3.03,0.0
20230407:1530,0.0,0.0,0.0,0.0,22.92,3.17,0.0
20230407:1630,0.0,0.0,0.0,0.0,21.86,3.31,0.0
20230407:1730,0.0,0.0,0.0,0.0,20.94,3.24,0.0
20230407:1830,0.0,0.0,0.0,0.0,20.07,3.24,0.0
20230407:1930,0.0,0.0,0.0,0.0,20.21,3.38,0.0
20230407:2030,0.0,0.0,0.0,0.0,19.51,3.31,0.0
20230407:2130,0.0,0.0,0.0,0.0,18.72,3.03,0.0
20230407:2230,0.0,0.0,0.0,0.0,17.81,2.76,0.0
20230407:2330,0.0,0.0,0.0,0.0,16.97,2.55,0.0
20230408:0030,0.0,0.0,0.0,-1.64,16.15,2.48,0.0
20230408:0130,0.0,19.79,5.56,11.46,15.49,2.41,0.0
20230408:0230,0.0,32.77,9.21,24.62,17.95,1.93,0.0
20230408:0330,0.0,40.58,11.4,37.6,22.11,2.34,0.0
20230408:0430,0.0,46.41,13.04,50.02,25.29,2.55,0.0
20230408:0530,25.58,47.13,92.47,60.95,27.94,2.76,0.0
20230408:0630,193.44,65.88,98.54,67.92,29.59,2.69,0.0
20230408:0730,340.68,82.77,97.46,66.95,30.78,2.34,0.0
20230408:0830,449.89,96.12,89.19,58.76,31.65,2.62,0.0
20230408:0930,505.75,105.56,74.44,47.36,32.13,3.03,0.0
20230408:1030,494.58,109.34,54.54,34.77,32.26,3.38,0.0
20230408:1130,400.52,102.04,31.57,21.72,31.9,3.59,0.0
20230408:1230,217.47,64.35,9.71,8.56,30.64,2.69,0.0
20230408:1330,0.0,0.0,0.0,-4.5,28.05,2.83,0.0
20230408:1430,0.0,0.0,0.0,0.0,25.5,2.83,0.0
20230408:1530,0.0,0.0,0.0,0.0,23.86,2.76,0.0
20230408:1630,0.0,0.0,0.0,0.0,22.52,2.76,0.0
20230408:1730,0.0,0.0,0.0,0.0,21.3,2.9,0.0
20230408:1830,0.0,0.0,0.0,0.0,20.38,2.9,0.0
20230408:1930,0.0,0.0,0.0,0.0,20.16,2.55,0.0
20230408:2030,0.0,0.0,0.0,0.0,19.26,2.48,0.0
20230408:2130,0.0,0.0,0.0,0.0,18.15,2.21,0.0
20230408:2230,0.0,0.0,0.0,0.0,17.18,2.07,0.0
20230408:2330,0.0,0.0,0.0,0.0,16.44,2.14,0.0
20230409:0030,0.0,0.0,0.0,-1.4,15.82,2.0,0.0
20230409:0130,0.0,19.76,5.55,11.7,15.98,1.59,0.0
20230409:0230,0.0,32.54,9.14,24.86,18.6,0.76,0.0
20230409:0330,0.0,40.28,11.32,37.85,23.55,0.83,0.0
20230409:0430,0.0,45.43,12.76,50.3,26.96,1.03,0.0
20230409:0530,22.04,47.09,91.22,61.28,29.76,1.24,0.0
20230409:0630,187.65,65.93,97.7,68.3,31.38,1.79,0.0
20230409:0730,333.75,82.26,96.8,67.27,32.9,2.83,0.0
20230409:0830,441.87,95.54,88.63,58.97,33.32,3.38,0.0
20230409:0930,496.98,104.7,73.98,47.51,33.44,3.59,0.0
20230409:1030,485.38,108.1,54.18,34.89,33.31,3.66,0.0
20230409:1130,391.91,100.38,31.36,21.83,32.83,3.59,0.0
20230409:1230,212.01,62.87,9.7,8.67,31.53,2.62,0.0
20230409:1330,0.0,0.0,0.0,-4.38,28.87,2.83,0.0
20230409:1430,0.0,0.0,0.0,0.0,26.35,2.97,0.0
20230409:1530,0.0,0.0,0.0,0.0,24.75,2.9,0.0
20230409:1630,0.0,0.0,0.0,0.0,23.4,2.83,0.0
20230409:1730,0.0,0.0,0.0,0.0,22.15,2.69,0.0
20230409:1830,0.0,0.0,0.0,0.0,21.0,2.62,0.0
20230409:1930,0.0,0.0,0.0,0.0,20.19,2.34,0.0
20230409:2030,0.0,0.0,0.0,0.0,19.08,2.14,0.0
20230409:2130,0.0,0.0,0.0,0.0,17.99,1.93,0.0
20230409:2230,0.0,0.0,0.0,0.0,17.09,1.93,0.0
20230409:2330,0.0,0.0,0.0,0.0,16.36,1.93,0.0
20230410:0030,0.0,0.0,0.0,-1.15,15.82,2.07,0.0
20230410:0130,0.0,19.88,5.58,11.93,15.56,1.93,0.0
20230410:0230,0.0,32.61,9.16,25.09,18.98,1.17,0.0
20230410:0330,0.0,40.87,11.48,38.1,24.1,1.1,0.0
20230410:0430,0.0,45.27,12.72,50.57,27.7,1.1,0.0
20230410:0530,18.79,48.58,91.27,61.61,30.22,1.45,0.0
20230410:0630,175.43,78.89,96.35,68.68,31.62,2.21,0.0
20230410:0730,295.98,115.07,93.74,67.59,33.26,3.03,0.0
20230410:0830,414.72,111.64,87.16,59.19,33.71,3.45,0.0
20230410:0930,483.49,108.87,73.54,47.67,33.9,3.86,0.0
20230410:1030,480.13,107.18,54.16,35.01,33.77,4.14,0.0
20230410:1130,387.94,99.53,31.42,21.94,33.2,4.28,0.0
20230410:1230,210.1,62.64,9.81,8.78,32.02,3.38,0.0
20230410:1330,0.0,0.0,0.0,-4.26,29.32,2.97,0.0
20230410:1430,0.0,0.0,0.0,0.0,26.89,3.17,0.0
20230410:1530,0.0,0.0,0.0,0.0,25.47,3.24,0.0
20230410:1630,0.0,0.0,0.0,0.0,24.48,3.31,0.0
20230410:1730,0.0,0.0,0.0,0.0,23.58,3.24,0.0
20230410:1830,0.0,0.0,0.0,0.0,22.79,3.24,0.0
20230410:1930,0.0,0.0,0.0,0.0,22.19,2.9,0.0
20230410:2030,0.0,0.0,0.0,0.0,21.28,2.76,0.0
20230410:2130,0.0,0.0,0.0,0.0,20.41,2.76,0.0
20230410:2230,0.0,0.0,0.0,0.0,19.72,2.76,0.0
20230410:2330,0.0,0.0,0.0,0.0,19.28,2.9,0.0
20230411:0030,0.0,0.0,0.0,-0.91,19.02,3.03,0.0
20230411:0130,0.0,21.66,6.08,12.17,18.95,2.83,0.0
20230411:0230,0.0,33.75,9.48,25.33,21.05,2.0,0.0
20230411:0330,0.0,62.34,17.51,38.35,25.18,2.14,0.0
20230411:0430,0.0,94.31,26.49,50.85,28.18,2.55,0.0
20230411:0530,9.17,130.02,74.1,61.93,30.53,3.1,0.0
20230411:0630,176.32,70.06,96.86,69.06,32.22,3.59,0.0
20230411:0730,322.31,82.17,96.21,67.9,34.7,4.69,0.0
20230411:0830,430.06,94.39,88.22,59.4,35.39,5.1,0.0
20230411:0930,485.88,103.19,73.82,47.81,35.68,5.45,0.0
20230411:1030,473.56,105.53,53.94,35.13,35.63,5.66,0.0
20230411:1130,382.67,97.12,31.28,22.05,35.12,5.52,0.0
20230411:1230,207.47,61.17,9.83,8.89,33.86,4.28,0.0
20230411:1330,0.0,0.0,0.0,-4.14,31.18,3.66,0.0
20230411:1430,0.0,0.0,0.0,0.0,28.97,3.79,0.0
20230411:1530,0.0,0.0,0.0,0.0,27.76,3.86,0.0
20230411:1630,0.0,0.0,0.0,0.0,26.49,3.45,0.0
20230411:1730,0.0,0.0,0.0,0.0,25.68,3.24,0.0
20230411:1830,0.0,0.0,0.0,0.0,25.14,3.52,0.0
20230411:1930,0.0,0.0,0.0,0.0,23.91,2.76,0.0
20230411:2030,0.0,0.0,0.0,0.0,22.79,2.62,0.0
20230411:2130,0.0,0.0,0.0,0.0,21.86,2.62,0.0
20230411:2230,0.0,0.0,0.0,0.0,21.75,2.9,0.0
20230411:2330,0.0,0.0,0.0,0.0,21.92,3.31,0.0
20230412:0030,0.0,0.0,0.0,-0.67,22.34,3.24,0.0
20230412:0130,0.0,25.35,7.12,12.4,22.26,2.9,0.0
20230412:0230,0.0,45.3,12.72,25.56,23.9,2.28,0.0
20230412:0330,0.0,40.71,11.43,38.59,27.36,2.48,0.0
20230412:0430,0.0,45.23,12.71,51.12,30.59,2.83,0.0
20230412:0530,12.36,47.4,89.38,62.25,33.19,3.66,0.0
20230412:0630,171.15,65.86,95.27,69.43,34.88,4.76,0.0
20230412:0730,308.61,83.71,94.01,68.21,36.4,5.72,0.0
20230412:0830,405.61,96.79,85.16,59.6,36.66,5.52,0.0
20230412:0930,419.39,128.72,69.57,47.96,36.65,5.24,0.0
20230412:1030,376.68,110.21,46.96,35.25,36.31,5.31,0.0
20230412:1130,325.98,103.1,29.42,22.16,35.13,4.83,0.0
20230412:1230,143.94,45.19,7.9,9.0,34.02,2.76,0.0
20230412:1330,0.0,0.0,0.0,-4.01,32.12,1.38,0.0
20230412:1430,0.0,0.0,0.0,0.0,30.8,0.21,0.0
20230412:1530,0.0,0.0,0.0,0.0,28.74,2.07,0.0
20230412:1630,0.0,0.0,0.0,0.0,27.66,2.21,0.0
20230412:1730,0.0,0.0,0.0,0.0,26.26,2.48,0.0
20230412:1830,0.0,0.0,0.0,0.0,24.86,2.62,0.0
20230412:1930,0.0,0.0,0.0,0.0,23.52,2.21,0.0
20230412:2030,0.0,0.0,0.0,0.0,22.87,2.41,0.0
20230412:2130,0.0,0.0,0.0,0.0,22.19,2.41,0.0
20230412:2230,0.0,0.0,0.0,0.0,21.5,2.34,0.0
20230412:2330,0.0,0.0,0.0,0.0,20.78,2.34,0.0
20230413:0030,0.0,0.0,0.0,-0.44,20.17,2.41,0.0
20230413:0130,0.0,24.1,6.77,12.62,19.84,2.28,0.0
20230413:0230,0.0,34.62,9.72,25.79,22.52,1.72,0.0
20230413:0330,0.0,47.26,13.27,38.83,26.84,2.07,0.0
20230413:0430,0.0,52.6,14.77,51.38,29.9,2.21,0.0
20230413:0530,9.49,48.22,90.97,62.57,32.68,2.28,0.0
20230413:0630,171.37,64.85,97.17,69.8,34.86,2.83,0.0
20230413:0730,314.81,80.65,96.36,68.52,36.52,3.66,0.0
20230413:0830,421.3,93.57,88.33,59.81,37.15,3.93,0.0
20230413:0930,475.86,102.12,73.82,48.1,37.42,4.21,0.0
20230413:1030,464.86,105.16,54.18,35.37,37.37,4.28,0.0
20230413:1130,376.57,97.46,31.67,22.27,36.9,4.21,0.0
20230413:1230,204.99,61.92,10.16,9.11,35.81,3.24,0.0
20230413:1330,0.0,0.0,0.0,-3.89,32.99,2.83,0.0
20230413:1430,0.0,0.0,0.0,0.0,30.33,3.17,0.0
20230413:1530,0.0,0.0,0.0,0.0,28.91,3.38,0.0
20230413:1630,0.0,0.0,0.0,0.0,27.87,3.31,0.0
20230413:1730,0.0,0.0,0.0,0.0,26.84,3.03,0.0
20230413:1830,0.0,0.0,0.0,0.0,25.73,2.76,0.0
20230413:1930,0.0,0.0,0.0,0.0,24.34,2.0,0.0
20230413:2030,0.0,0.0,0.0,0.0,23.1,2.14,0.0
20230413:2130,0.0,0.0,0.0,0.0,22.18,2.21,0.0
20230413:2230,0.0,0.0,0.0,0.0,21.35,2.14,0.0
20230413:2330,0.0,0.0,0.0,0.0,20.68,2.21,0.0
20230414:0030,0.0,0.0,0.0,-0.21,20.05,2.14,0.0
20230414:0130,0.0,21.29,5.98,12.85,19.72,2.0,0.0
20230414:0230,0.0,33.66,9.46,26.01,23.13,1.17,0.0
20230414:0330,0.0,40.92,11.49,39.06,28.73,1.45,0.0
20230414:0430,0.0,46.01,12.92,51.65,32.39,1.86,0.0
20230414:0530,6.63,45.72,92.61,62.88,35.01,2.34,0.0
20230414:0630,170.28,65.05,98.7,70.16,36.58,3.17,0.0
20230414:0730,292.62,107.32,96.09,68.83,37.61,3.72,0.0
20230414:0830,384.17,124.5,87.07,60.01,38.01,4.0,0.0
20230414:0930,410.82,144.02,71.67,48.25,38.13,4.0,0.0
20230414:1030,337.36,154.27,49.69,35.48,37.92,3.79,0.0
20230414:1130,274.05,120.8,29.39,22.37,37.41,3.52,0.0
20230414:1230,184.22,60.57,9.92,9.22,36.24,2.55,0.0
20230414:1330,0.0,0.0,0.0,-3.77,33.65,2.69,0.0
20230414:1430,0.0,0.0,0.0,0.0,30.8,3.03,0.0
20230414:1530,0.0,0.0,0.0,0.0,28.97,3.1,0.0
20230414:1630,0.0,0.0,0.0,0.0,27.83,3.1,0.0
20230414:1730,0.0,0.0,0.0,0.0,26.92,2.83,0.0
20230414:1830,0.0,0.0,0.0,0.0,25.81,2.48,0.0
20230414:1930,0.0,0.0,0.0,0.0,26.52,1.24,0.0
20230414:2030,0.0,0.0,0.0,0.0,25.16,1.38,0.0
20230414:2130,0.0,0.0,0.0,0.0,23.74,1.52,0.0
20230414:2230,0.0,0.0,0.0,0.0,22.73,1.52,0.0
20230414:2330,0.0,0.0,0.0,0.0,22.4,1.38,0.0
20230415:0030,0.0,3.24,0.91,0.03,22.25,1.24,0.0
20230415:0130,0.0,21.24,5.97,13.07,21.44,1.31,0.0
20230415:0230,0.0,33.25,9.34,26.23,23.69,0.69,0.0
20230415:0330,0.0,40.76,11.45,39.29,29.86,0.62,0.0
20230415:0430,0.0,45.91,12.89,51.9,33.74,0.41,0.0
20230415:0530,3.52,46.03,91.57,63.19,36.18,0.62,0.0
20230415:0630,165.71,65.05,98.29,70.53,37.63,1.17,0.0
20230415:0730,309.61,79.62,97.2,69.13,39.01,1.93,0.0
20230415:0830,410.86,97.57,88.82,60.2,39.32,2.21,0.0
20230415:0930,468.27,104.53,74.52,48.39,39.37,2.48,0.0
20230415:1030,435.57,111.33,53.3,35.6,39.21,2.69,0.0
20230415:1130,377.27,96.77,32.31,22.48,38.69,2.83,0.0
20230415:1230,201.75,62.49,10.47,9.33,37.52,2.55,0.0
20230415:1330,0.0,0.0,0.0,-3.65,34.64,2.97,0.0
20230415:1430,0.0,0.0,0.0,0.0,32.15,2.76,0.0
20230415:1530,0.0,0.0,0.0,0.0,30.24,2.76,0.0
20230415:1630,0.0,0.0,0.0,0.0,28.29,2.83,0.0
20230415:1730,0.0,0.0,0.0,0.0,27.02,2.76,0.0
20230415:1830,0.0,0.0,0.0,0.0,25.82,2.83,0.0
20230415:1930,0.0,0.0,0.0,0.0,25.55,2.0,0.0
20230415:2030,0.0,0.0,0.0,0.0,24.35,1.45,0.0
20230415:2130,0.0,0.0,0.0,0.0,23.31,1.59,0.0
20230415:2230,0.0,0.0,0.0,0.0,21.95,1.86,0.0
20230415:2330,0.0,0.0,0.0,0.0,21.37,1.86,0.0
20230416:0030,0.0,3.42,0.96,0.25,20.96,1.79,0.0
20230416:0130,0.0,21.43,6.02,13.29,20.74,1.66,0.0
20230416:0230,0.0,33.34,9.37,26.45,24.25,1.1,0.0
20230416:0330,0.0,40.82,11.47,39.52,29.51,1.45,0.0
20230416:0430,0.0,45.89,12.89,52.16,32.97,2.34,0.0
20230416:0530,0.51,45.84,91.06,63.5,35.6,3.1,0.0
20230416:0630,135.18,82.96,87.05,70.89,37.44,3.24,0.0
20230416:0730,175.3,147.16,73.12,69.42,38.81,3.38,0.0
20230416:0830,374.29,111.16,85.02,60.4,38.71,2.97,0.0
20230416:0930,433.28,108.29,71.2,48.52,39.19,2.62,0.0
20230416:1030,356.48,110.48,46.94,35.71,39.1,2.69,0.0
20230416:1130,208.43,85.12,23.15,22.58,38.18,3.17,0.0
20230416:1230,77.26,34.79,6.49,9.44,36.65,2.48,0.0
20230416:1330,0.0,0.0,0.0,-3.52,34.58,1.66,0.0
20230416:1430,0.0,0.0,0.0,0.0,32.92,1.17,0.0
20230416:1530,0.0,0.0,0.0,0.0,32.11,0.69,0.0
20230416:1630,0.0,0.0,0.0,0.0,31.33,0.34,0.0
20230416:1730,0.0,0.0,0.0,0.0,30.19,0.21,0.0
20230416:1830,0.0,0.0,0.0,0.0,28.23,1.03,0.0
20230416:1930,0.0,0.0,0.0,0.0,25.31,2.0,0.0
20230416:2030,0.0,0.0,0.0,0.0,25.72,1.59,0.0
20230416:2130,0.0,0.0,0.0,0.0,24.95,1.59,0.0
20230416:2230,0.0,0.0,0.0,0.0,23.22,2.48,0.0
20230416:2330,0.0,0.0,0.0,0.0,22.98,2.69,0.0
20230417:0030,0.0,3.6,1.01,0.48,22.73,2.55,0.0
20230417:0130,0.0,21.54,6.05,13.51,22.45,2.14,0.0
20230417:0230,0.0,33.38,9.37,26.67,25.81,1.38,0.0
20230417:0330,0.0,40.85,11.47,39.75,30.84,1.66,0.0
20230417:0430,0.0,45.98,12.91,52.4,34.39,2.07,0.0
20230417:0530,0.0,49.24,13.83,63.8,37.16,2.34,0.0
20230417:0630,135.61,83.65,89.24,71.25,38.85,2.69,0.0
20230417:0730,241.55,97.55,83.46,69.72,38.63,2.48,0.0
20230417:0830,358.24,96.36,80.71,60.59,39.05,2.48,0.0
20230417:0930,408.37,106.26,68.4,48.66,39.3,2.48,0.0
20230417:1030,389.35,112.9,50.42,35.82,39.25,2.48,0.0
20230417:1130,308.41,94.08,29.13,22.69,38.87,2.34,0.0
20230417:1230,191.68,58.98,10.37,9.55,37.85,2.14,0.0
20230417:1330,0.0,0.0,0.0,-3.4,35.4,2.69,0.0
20230417:1430,0.0,0.0,0.0,0.0,32.72,2.83,0.0
20230417:1530,0.0,0.0,0.0,0.0,30.93,2.83,0.0
20230417:1630,0.0,0.0,0.0,0.0,29.45,2.69,0.0
20230417:1730,0.0,0.0,0.0,0.0,28.18,2.21,0.0
20230417:1830,0.0,0.0,0.0,0.0,26.79,1.24,0.0
20230417:1930,0.0,0.0,0.0,0.0,25.29,1.79,0.0
20230417:2030,0.0,0.0,0.0,0.0,24.34,2.14,0.0
20230417:2130,0.0,0.0,0.0,0.0,23.75,2.14,0.0
20230417:2230,0.0,0.0,0.0,0.0,23.27,2.0,0.0
20230417:2330,0.0,0.0,0.0,0.0,23.42,1.66,0.0
20230418:0030,0.0,3.77,1.06,0.7,23.57,1.52,0.0
20230418:0130,0.0,21.81,6.12,13.72,23.14,1.52,0.0
20230418:0230,0.0,33.46,9.4,26.88,26.69,1.38,0.0
20230418:0330,0.0,40.85,11.47,39.96,31.57,2.07,0.0
20230418:0430,0.0,46.05,12.94,52.65,34.62,2.76,0.0
20230418:0530,0.0,49.24,13.83,64.09,36.99,2.76,0.0
20230418:0630,133.29,85.41,90.12,71.6,38.58,2.69,0.0
20230418:0730,283.7,81.74,93.85,70.01,38.97,2.48,0.0
20230418:0830,392.09,92.29,87.24,60.77,39.56,2.62,0.0
20230418:0930,432.99,104.64,72.0,48.79,39.83,2.83,0.0
20230418:1030,412.69,112.36,52.85,35.93,39.77,3.03,0.0
20230418:1130,297.49,91.32,28.58,22.79,39.34,2.97,0.0
20230418:1230,107.42,45.14,8.1,9.66,38.34,2.07,0.0
20230418:1330,0.0,0.0,0.0,-3.28,35.27,2.41,0.0
20230418:1430,0.0,0.0,0.0,0.0,34.02,2.21,0.0
20230418:1530,0.0,0.0,0.0,0.0,32.56,2.07,0.0
20230418:1630,0.0,0.0,0.0,0.0,29.92,3.1,0.0
20230418:1730,0.0,0.0,0.0,0.0,28.96,2.83,0.0
